Image,Path,Class,Target
000000301136.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000301136.jpg,fake,0
000000301453.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000301453.jpg,fake,0
000000301582.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000301582.jpg,fake,0
000000301667.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000301667.jpg,fake,0
000000301708.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000301708.jpg,fake,0
000000302071.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000302071.jpg,fake,0
000000302108.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000302108.jpg,fake,0
000000303002.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000303002.jpg,fake,0
000000303241.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000303241.jpg,fake,0
000000303257.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000303257.jpg,fake,0
000000303538.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000303538.jpg,fake,0
000000303944.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000303944.jpg,fake,0
000000304047.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000304047.jpg,fake,0
000000304187.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000304187.jpg,fake,0
000000304556.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000304556.jpg,fake,0
000000305540.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000305540.jpg,fake,0
000000306313.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000306313.jpg,fake,0
000000306353.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000306353.jpg,fake,0
000000306499.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000306499.jpg,fake,0
000000306561.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000306561.jpg,fake,0
000000306866.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000306866.jpg,fake,0
000000306895.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000306895.jpg,fake,0
000000307113.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000307113.jpg,fake,0
000000307190.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000307190.jpg,fake,0
000000307611.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000307611.jpg,fake,0
000000307800.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000307800.jpg,fake,0
000000308422.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000308422.jpg,fake,0
000000308735.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000308735.jpg,fake,0
000000308777.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000308777.jpg,fake,0
000000308967.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000308967.jpg,fake,0
000000308996.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000308996.jpg,fake,0
000000309024.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000309024.jpg,fake,0
000000309364.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000309364.jpg,fake,0
000000309454.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000309454.jpg,fake,0
000000309521.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000309521.jpg,fake,0
000000309781.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000309781.jpg,fake,0
000000309873.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000309873.jpg,fake,0
000000309944.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000309944.jpg,fake,0
000000310450.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000310450.jpg,fake,0
000000310564.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000310564.jpg,fake,0
000000310752.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000310752.jpg,fake,0
000000310861.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000310861.jpg,fake,0
000000311914.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000311914.jpg,fake,0
000000311997.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000311997.jpg,fake,0
000000312051.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000312051.jpg,fake,0
000000312081.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000312081.jpg,fake,0
000000312204.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000312204.jpg,fake,0
000000312233.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000312233.jpg,fake,0
000000312388.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000312388.jpg,fake,0
000000312416.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000312416.jpg,fake,0
000000312435.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000312435.jpg,fake,0
000000312480.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000312480.jpg,fake,0
000000312621.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000312621.jpg,fake,0
000000313345.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000313345.jpg,fake,0
000000313364.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000313364.jpg,fake,0
000000313506.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000313506.jpg,fake,0
000000314202.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000314202.jpg,fake,0
000000314385.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000314385.jpg,fake,0
000000314738.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000314738.jpg,fake,0
000000314855.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000314855.jpg,fake,0
000000315110.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000315110.jpg,fake,0
000000315209.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000315209.jpg,fake,0
000000315249.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000315249.jpg,fake,0
000000316047.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000316047.jpg,fake,0
000000316107.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000316107.jpg,fake,0
000000316141.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000316141.jpg,fake,0
000000316522.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000316522.jpg,fake,0
000000316795.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000316795.jpg,fake,0
000000316879.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000316879.jpg,fake,0
000000317227.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000317227.jpg,fake,0
000000317476.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000317476.jpg,fake,0
000000317684.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000317684.jpg,fake,0
000000317833.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000317833.jpg,fake,0
000000317891.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000317891.jpg,fake,0
000000318088.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000318088.jpg,fake,0
000000318154.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000318154.jpg,fake,0
000000318204.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000318204.jpg,fake,0
000000318594.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000318594.jpg,fake,0
000000318726.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000318726.jpg,fake,0
000000319115.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000319115.jpg,fake,0
000000319576.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000319576.jpg,fake,0
000000319914.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000319914.jpg,fake,0
000000320039.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000320039.jpg,fake,0
000000320137.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000320137.jpg,fake,0
000000320160.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000320160.jpg,fake,0
000000320186.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000320186.jpg,fake,0
000000321389.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000321389.jpg,fake,0
000000321844.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000321844.jpg,fake,0
000000321867.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000321867.jpg,fake,0
000000321886.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000321886.jpg,fake,0
000000321938.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000321938.jpg,fake,0
000000322064.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000322064.jpg,fake,0
000000322220.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000322220.jpg,fake,0
000000322558.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000322558.jpg,fake,0
000000322586.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000322586.jpg,fake,0
000000322730.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000322730.jpg,fake,0
000000323327.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000323327.jpg,fake,0
000000323374.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000323374.jpg,fake,0
000000323489.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000323489.jpg,fake,0
000000323672.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000323672.jpg,fake,0
000000323788.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000323788.jpg,fake,0
000000324006.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000324006.jpg,fake,0
000000324383.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000324383.jpg,fake,0
000000324415.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000324415.jpg,fake,0
000000324483.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000324483.jpg,fake,0
000000324817.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000324817.jpg,fake,0
000000325149.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000325149.jpg,fake,0
000000325242.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000325242.jpg,fake,0
000000325298.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000325298.jpg,fake,0
000000325867.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000325867.jpg,fake,0
000000325958.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000325958.jpg,fake,0
000000326237.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000326237.jpg,fake,0
000000326299.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000326299.jpg,fake,0
000000326369.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000326369.jpg,fake,0
000000326618.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000326618.jpg,fake,0
000000326689.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000326689.jpg,fake,0
000000327059.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000327059.jpg,fake,0
000000327088.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000327088.jpg,fake,0
000000328026.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000328026.jpg,fake,0
000000328223.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000328223.jpg,fake,0
000000328299.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000328299.jpg,fake,0
000000328836.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000328836.jpg,fake,0
000000328858.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000328858.jpg,fake,0
000000329077.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000329077.jpg,fake,0
000000329394.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000329394.jpg,fake,0
000000329528.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000329528.jpg,fake,0
000000330088.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000330088.jpg,fake,0
000000330357.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000330357.jpg,fake,0
000000330400.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000330400.jpg,fake,0
000000330604.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000330604.jpg,fake,0
000000330878.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000330878.jpg,fake,0
000000330991.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000330991.jpg,fake,0
000000331140.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000331140.jpg,fake,0
000000331642.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000331642.jpg,fake,0
000000331753.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000331753.jpg,fake,0
000000332166.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000332166.jpg,fake,0
000000332282.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000332282.jpg,fake,0
000000332775.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000332775.jpg,fake,0
000000333758.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000333758.jpg,fake,0
000000333826.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000333826.jpg,fake,0
000000334234.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000334234.jpg,fake,0
000000334911.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000334911.jpg,fake,0
000000334958.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000334958.jpg,fake,0
000000334997.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000334997.jpg,fake,0
000000335451.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000335451.jpg,fake,0
000000335692.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000335692.jpg,fake,0
000000335713.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000335713.jpg,fake,0
000000335810.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000335810.jpg,fake,0
000000337133.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000337133.jpg,fake,0
000000337262.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000337262.jpg,fake,0
000000337648.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000337648.jpg,fake,0
000000338019.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000338019.jpg,fake,0
000000338091.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000338091.jpg,fake,0
000000338256.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000338256.jpg,fake,0
000000338474.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000338474.jpg,fake,0
000000338745.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000338745.jpg,fake,0
000000338833.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000338833.jpg,fake,0
000000339234.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000339234.jpg,fake,0
000000339529.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000339529.jpg,fake,0
000000339536.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000339536.jpg,fake,0
000000339545.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000339545.jpg,fake,0
000000339830.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000339830.jpg,fake,0
000000340007.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000340007.jpg,fake,0
000000340082.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000340082.jpg,fake,0
000000340197.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000340197.jpg,fake,0
000000340476.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000340476.jpg,fake,0
000000340545.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000340545.jpg,fake,0
000000340704.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000340704.jpg,fake,0
000000340804.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000340804.jpg,fake,0
000000341318.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000341318.jpg,fake,0
000000341411.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000341411.jpg,fake,0
000000341431.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000341431.jpg,fake,0
000000341487.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000341487.jpg,fake,0
000000341714.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000341714.jpg,fake,0
000000341857.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000341857.jpg,fake,0
000000341871.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000341871.jpg,fake,0
000000341874.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000341874.jpg,fake,0
000000341917.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000341917.jpg,fake,0
000000341947.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000341947.jpg,fake,0
000000342122.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000342122.jpg,fake,0
000000342385.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000342385.jpg,fake,0
000000342549.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000342549.jpg,fake,0
000000343887.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000343887.jpg,fake,0
000000343953.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000343953.jpg,fake,0
000000344831.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000344831.jpg,fake,0
000000345149.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000345149.jpg,fake,0
000000345194.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000345194.jpg,fake,0
000000345799.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000345799.jpg,fake,0
000000346061.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000346061.jpg,fake,0
000000346366.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000346366.jpg,fake,0
000000347511.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000347511.jpg,fake,0
000000347524.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000347524.jpg,fake,0
000000347603.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000347603.jpg,fake,0
000000347604.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000347604.jpg,fake,0
000000347673.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000347673.jpg,fake,0
000000347697.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000347697.jpg,fake,0
000000347787.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000347787.jpg,fake,0
000000348083.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000348083.jpg,fake,0
000000348251.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000348251.jpg,fake,0
000000348522.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000348522.jpg,fake,0
000000348785.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000348785.jpg,fake,0
000000349561.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000349561.jpg,fake,0
000000349590.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000349590.jpg,fake,0
000000349622.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000349622.jpg,fake,0
000000349892.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000349892.jpg,fake,0
000000349926.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000349926.jpg,fake,0
000000349931.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000349931.jpg,fake,0
000000350160.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000350160.jpg,fake,0
000000350737.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000350737.jpg,fake,0
000000351159.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000351159.jpg,fake,0
000000351218.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000351218.jpg,fake,0
000000351328.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000351328.jpg,fake,0
000000351702.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000351702.jpg,fake,0
000000351933.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000351933.jpg,fake,0
000000351938.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000351938.jpg,fake,0
000000351975.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000351975.jpg,fake,0
000000352129.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000352129.jpg,fake,0
000000352184.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000352184.jpg,fake,0
000000352558.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000352558.jpg,fake,0
000000352671.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000352671.jpg,fake,0
000000353136.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000353136.jpg,fake,0
000000353402.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000353402.jpg,fake,0
000000354145.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000354145.jpg,fake,0
000000354229.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000354229.jpg,fake,0
000000354305.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000354305.jpg,fake,0
000000354533.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000354533.jpg,fake,0
000000354746.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000354746.jpg,fake,0
000000354868.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000354868.jpg,fake,0
000000355301.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000355301.jpg,fake,0
000000355418.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000355418.jpg,fake,0
000000355582.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000355582.jpg,fake,0
000000355881.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000355881.jpg,fake,0
000000356749.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000356749.jpg,fake,0
000000357561.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000357561.jpg,fake,0
000000357738.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000357738.jpg,fake,0
000000357865.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000357865.jpg,fake,0
000000357992.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000357992.jpg,fake,0
000000358302.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000358302.jpg,fake,0
000000359141.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000359141.jpg,fake,0
000000360101.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000360101.jpg,fake,0
000000360589.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000360589.jpg,fake,0
000000360700.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000360700.jpg,fake,0
000000360851.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000360851.jpg,fake,0
000000361038.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000361038.jpg,fake,0
000000361285.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000361285.jpg,fake,0
000000361518.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000361518.jpg,fake,0
000000362506.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000362506.jpg,fake,0
000000362831.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000362831.jpg,fake,0
000000362951.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000362951.jpg,fake,0
000000363038.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000363038.jpg,fake,0
000000363224.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000363224.jpg,fake,0
000000363602.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000363602.jpg,fake,0
000000363991.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000363991.jpg,fake,0
000000364090.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000364090.jpg,fake,0
000000364222.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000364222.jpg,fake,0
000000364237.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000364237.jpg,fake,0
000000364280.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000364280.jpg,fake,0
000000364361.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000364361.jpg,fake,0
000000364484.jpg,C://Users/Shreyas/Desktop/Deepfake/TEST/FAKE\000000364484.jpg,fake,0
